,Gender,Customer Type,Age,Type of Travel,Class,Inflight wifi service,Ease of Online booking,Food and drink,Seat comfort,On-board service,Baggage handling,Checkin service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1057,Female,Loyal Customer,58,Business travel,Business,2,2,2,4,5,5,3,5,0,0,satisfied
1058,Female,Loyal Customer,11,Personal Travel,Eco,3,4,1,1,2,3,2,4,0,0,neutral or dissatisfied
1059,Male,Loyal Customer,22,Business travel,Eco Plus,2,5,2,4,1,3,2,4,48,77,neutral or dissatisfied
1060,Male,Loyal Customer,35,Personal Travel,Eco,4,4,4,2,4,3,2,2,0,0,neutral or dissatisfied
1061,Female,Loyal Customer,71,Business travel,Business,2,2,5,3,4,4,5,4,0,0,satisfied
1062,Male,Loyal Customer,44,Business travel,Business,4,4,3,2,5,3,5,5,0,16,satisfied
1063,Male,Loyal Customer,50,Business travel,Business,5,5,2,4,5,5,4,5,0,0,satisfied
1064,Female,disloyal Customer,22,Business travel,Business,4,4,2,2,5,3,3,4,0,0,satisfied
1065,Female,Loyal Customer,69,Personal Travel,Eco,1,1,5,2,5,5,4,5,0,0,neutral or dissatisfied
1066,Male,Loyal Customer,48,Business travel,Business,3,4,3,2,3,3,1,3,13,0,neutral or dissatisfied
1067,Male,Loyal Customer,29,Personal Travel,Eco Plus,4,4,2,2,3,4,4,4,0,0,satisfied
1068,Male,Loyal Customer,67,Personal Travel,Eco,3,3,5,5,4,4,3,4,0,0,neutral or dissatisfied
1069,Male,Loyal Customer,7,Personal Travel,Eco Plus,3,3,2,4,3,4,5,5,0,6,neutral or dissatisfied
1070,Male,Loyal Customer,29,Business travel,Eco Plus,5,2,5,5,4,2,5,2,0,0,satisfied
1071,Male,disloyal Customer,25,Business travel,Eco,3,4,5,5,2,2,3,2,126,,neutral or dissatisfied
1072,Female,Loyal Customer,24,Business travel,Business,0,0,5,5,1,4,2,3,0,1,satisfied
1073,Female,Loyal Customer,56,Business travel,Business,2,2,4,4,2,4,4,3,145,122,satisfied
1074,Male,Loyal Customer,34,Business travel,Business,1,1,4,5,4,4,5,4,10,1,satisfied
1075,Male,Loyal Customer,45,Business travel,Business,1,1,5,4,4,4,4,4,60,41,satisfied
1076,Female,Loyal Customer,42,Business travel,Business,4,4,4,5,2,2,5,2,20,30,satisfied
1077,Female,Loyal Customer,47,Business travel,Business,1,1,2,5,4,4,4,4,12,2,satisfied
1078,Male,Loyal Customer,23,Business travel,Eco Plus,1,1,1,1,1,4,2,3,3,0,neutral or dissatisfied
1079,Male,disloyal Customer,18,Business travel,Eco Plus,2,2,5,4,2,1,2,5,0,5,neutral or dissatisfied
1080,Female,disloyal Customer,27,Business travel,Eco,4,4,5,5,4,3,1,4,75,61,neutral or dissatisfied
1081,Male,Loyal Customer,23,Business travel,Business,3,2,3,3,2,4,1,4,0,0,neutral or dissatisfied
1082,Female,Loyal Customer,24,Business travel,Business,1,1,5,5,5,5,4,5,80,103,satisfied
1083,Male,Loyal Customer,48,Business travel,Eco Plus,4,3,4,4,2,1,3,4,0,0,satisfied
1084,Female,Loyal Customer,33,Business travel,Eco,3,3,3,3,3,4,2,4,0,0,neutral or dissatisfied
1085,Female,Loyal Customer,19,Personal Travel,Eco,4,4,1,4,3,4,4,4,2,0,neutral or dissatisfied
1086,Male,Loyal Customer,48,Personal Travel,Eco,1,1,2,2,3,5,5,5,4,0,neutral or dissatisfied
1087,Male,Loyal Customer,26,Business travel,Business,2,2,4,4,5,4,3,4,0,0,satisfied
1088,Male,Loyal Customer,53,Business travel,Business,2,4,3,4,5,4,4,5,15,13,satisfied
1089,Male,Loyal Customer,19,Personal Travel,Eco,3,3,1,1,1,2,2,4,3,0,neutral or dissatisfied
1090,Female,disloyal Customer,18,Business travel,Eco,1,0,3,2,3,5,1,2,0,0,neutral or dissatisfied
1091,Female,Loyal Customer,61,Business travel,Eco,2,2,5,4,3,3,1,3,87,79,neutral or dissatisfied
1092,Female,Loyal Customer,19,Personal Travel,Business,1,0,1,1,4,4,3,4,12,0,neutral or dissatisfied
1093,Female,Loyal Customer,9,Business travel,Business,3,3,3,3,3,3,4,4,7,3,neutral or dissatisfied
1094,Male,Loyal Customer,29,Business travel,Business,5,5,4,4,5,5,5,5,8,9,satisfied
1095,Male,Loyal Customer,38,Business travel,Business,2,4,3,3,2,2,1,2,0,0,neutral or dissatisfied
1096,Female,disloyal Customer,27,Business travel,Eco,3,3,3,3,3,4,3,4,0,0,neutral or dissatisfied
1097,Male,Loyal Customer,48,Business travel,Business,3,3,5,5,4,4,5,4,0,0,satisfied
1098,Female,Loyal Customer,55,Business travel,Eco,2,1,2,4,2,2,1,2,5,0,neutral or dissatisfied
1099,Female,Loyal Customer,26,Personal Travel,Eco,4,5,3,3,1,4,4,4,0,5,satisfied
1100,Female,disloyal Customer,33,Business travel,Eco,1,1,5,5,2,1,5,2,0,0,neutral or dissatisfied
1101,Female,Loyal Customer,62,Business travel,Business,3,3,3,4,3,3,2,3,0,0,neutral or dissatisfied
1102,Male,Loyal Customer,38,Personal Travel,Eco,3,3,2,2,5,5,3,5,68,77,neutral or dissatisfied
1103,Female,Loyal Customer,36,Business travel,Business,4,4,4,5,5,4,4,5,0,0,satisfied
1104,Male,Loyal Customer,39,Business travel,Eco,3,5,3,3,3,3,1,3,42,34,neutral or dissatisfied
1105,Male,Loyal Customer,27,Personal Travel,Eco,1,1,5,5,4,3,3,5,20,0,neutral or dissatisfied
1106,Male,Loyal Customer,33,Business travel,Business,3,3,5,5,3,4,1,1,2,15,satisfied
1107,Male,Loyal Customer,47,Business travel,Business,2,2,3,3,2,2,3,2,0,0,neutral or dissatisfied
1108,Male,Loyal Customer,39,Business travel,Business,2,2,5,5,2,2,3,2,8,0,satisfied
1109,Female,disloyal Customer,27,Business travel,Business,2,2,2,2,3,5,5,5,0,0,neutral or dissatisfied
1110,Male,Loyal Customer,56,Business travel,Business,2,2,3,5,4,4,4,4,18,6,satisfied
1111,Male,Loyal Customer,67,Personal Travel,Eco,2,2,2,2,3,4,1,4,0,7,neutral or dissatisfied
1112,Male,Loyal Customer,34,Personal Travel,Eco,2,2,3,3,4,4,1,3,129,122,neutral or dissatisfied
1113,Male,Loyal Customer,43,Business travel,Business,1,1,3,5,4,4,5,4,5,0,satisfied
1114,Male,Loyal Customer,51,Business travel,Business,3,3,4,5,4,4,3,4,0,0,satisfied
1115,Female,Loyal Customer,39,Business travel,Business,3,3,4,5,5,5,4,5,0,0,satisfied
1116,Male,Loyal Customer,58,Business travel,Business,5,5,2,4,4,5,5,4,45,44,satisfied
1117,Female,disloyal Customer,38,Business travel,Business,4,4,1,1,4,4,5,4,0,0,satisfied
1118,Female,disloyal Customer,21,Business travel,Eco,0,0,5,5,2,2,2,2,0,0,satisfied
1119,Male,Loyal Customer,37,Business travel,Business,1,5,1,4,1,1,4,1,0,0,neutral or dissatisfied
1120,Female,Loyal Customer,53,Business travel,Business,3,1,4,3,3,3,4,3,100,80,neutral or dissatisfied
1121,Male,Loyal Customer,11,Personal Travel,Eco,2,2,5,5,2,5,4,3,0,0,neutral or dissatisfied
1122,Female,Loyal Customer,46,Business travel,Business,5,5,4,4,5,5,4,5,39,43,satisfied
1123,Female,Loyal Customer,46,Personal Travel,Eco,4,4,4,3,1,1,4,1,0,0,neutral or dissatisfied
1124,Male,disloyal Customer,26,Business travel,Business,3,4,2,2,5,4,4,4,0,0,neutral or dissatisfied
1125,Male,Loyal Customer,28,Business travel,Business,2,2,5,5,5,5,4,5,0,0,satisfied
1126,Female,Loyal Customer,37,Business travel,Business,4,4,4,4,5,5,1,5,0,0,satisfied
1127,Male,Loyal Customer,51,Personal Travel,Eco Plus,2,2,5,1,4,3,3,5,52,30,neutral or dissatisfied
1128,Male,Loyal Customer,36,Personal Travel,Eco,5,5,1,1,4,3,3,4,0,28,satisfied
1129,Female,Loyal Customer,59,Personal Travel,Business,4,4,3,3,2,2,4,2,0,0,neutral or dissatisfied
1130,Male,disloyal Customer,37,Business travel,Business,3,2,4,4,3,4,3,4,0,31,neutral or dissatisfied
1131,Male,Loyal Customer,43,Business travel,Business,4,4,4,5,5,5,4,5,0,0,satisfied
1132,Female,Loyal Customer,14,Personal Travel,Eco,2,2,5,5,4,3,2,5,0,0,neutral or dissatisfied
1133,Female,Loyal Customer,49,Business travel,Business,4,4,2,5,4,4,4,4,0,0,satisfied
1134,Male,Loyal Customer,25,Business travel,Business,2,5,2,2,4,1,4,2,96,80,neutral or dissatisfied
1135,Female,Loyal Customer,22,Business travel,Eco,2,5,2,1,2,2,4,3,0,23,neutral or dissatisfied
1136,Male,Loyal Customer,72,Business travel,Business,3,3,4,2,3,3,2,3,12,0,neutral or dissatisfied
1137,Male,Loyal Customer,55,Business travel,Business,3,3,2,5,4,4,4,4,0,3,satisfied
1138,Female,disloyal Customer,34,Business travel,Business,3,3,4,2,4,4,5,4,0,0,neutral or dissatisfied
1139,Female,Loyal Customer,36,Business travel,Business,2,2,1,4,2,2,3,2,9,24,neutral or dissatisfied
1140,Male,Loyal Customer,31,Business travel,Eco,2,5,1,2,1,3,2,4,0,12,neutral or dissatisfied
1141,Male,Loyal Customer,38,Business travel,Business,4,4,4,5,4,4,5,4,13,8,satisfied
1142,Female,disloyal Customer,20,Business travel,Eco,3,3,2,2,1,3,2,3,0,0,neutral or dissatisfied
4869,Female,Loyal Customer,64,Personal Travel,Eco,4,4,4,4,1,1,3,1,0,0,neutral or dissatisfied
4870,Male,Loyal Customer,37,Business travel,Business,3,5,4,2,5,5,1,5,0,0,satisfied
4871,Male,disloyal Customer,29,Business travel,Business,4,4,4,3,4,4,5,4,36,23,satisfied
4872,Female,disloyal Customer,23,Business travel,Business,4,4,4,1,4,4,1,5,381,374,satisfied
4873,Female,Loyal Customer,29,Personal Travel,Eco,1,1,2,2,4,3,2,3,0,0,neutral or dissatisfied
4874,Male,Loyal Customer,11,Personal Travel,Eco,2,2,2,2,2,4,3,4,70,64,neutral or dissatisfied
4875,Male,Loyal Customer,34,Personal Travel,Eco,2,2,1,1,3,4,5,5,0,1,neutral or dissatisfied
4876,Female,Loyal Customer,38,Business travel,Eco,3,1,3,3,1,4,2,4,27,27,neutral or dissatisfied
4877,Male,Loyal Customer,60,Business travel,Business,4,4,3,4,4,4,5,4,0,39,satisfied
4878,Female,Loyal Customer,41,Business travel,Eco,1,2,1,1,1,4,1,3,27,35,neutral or dissatisfied
4879,Female,Loyal Customer,10,Personal Travel,Eco Plus,2,2,5,1,3,4,3,4,0,0,neutral or dissatisfied
4880,Female,Loyal Customer,27,Personal Travel,Eco,4,4,2,3,1,3,2,4,10,7,neutral or dissatisfied
4881,Female,Loyal Customer,10,Personal Travel,Eco Plus,1,1,1,1,4,5,5,4,11,19,neutral or dissatisfied
4882,Female,Loyal Customer,17,Personal Travel,Eco,2,2,2,2,5,5,3,4,0,0,neutral or dissatisfied
4883,Male,Loyal Customer,32,Business travel,Eco Plus,4,2,4,4,5,5,5,3,0,0,satisfied
4884,Male,Loyal Customer,53,Business travel,Eco,4,5,4,4,2,2,1,2,0,0,satisfied
4885,Male,disloyal Customer,22,Business travel,Business,5,5,4,5,3,5,3,4,0,0,satisfied
4886,Female,Loyal Customer,49,Personal Travel,Eco,1,1,2,3,5,5,3,5,0,0,neutral or dissatisfied
4887,Female,Loyal Customer,49,Business travel,Business,4,4,2,5,4,4,5,4,62,84,satisfied
4888,Female,Loyal Customer,35,Business travel,Eco,1,0,0,3,2,3,3,2,90,135,neutral or dissatisfied
4889,Female,disloyal Customer,50,Business travel,Business,5,0,3,5,4,4,5,4,0,0,satisfied
4890,Female,Loyal Customer,36,Business travel,Business,4,5,4,3,5,5,3,5,0,3,satisfied
4891,Male,Loyal Customer,30,Business travel,Business,4,4,2,2,3,5,3,5,0,0,satisfied
4892,Male,Loyal Customer,46,Business travel,Eco,4,2,3,3,4,4,5,1,0,0,satisfied
4893,Male,Loyal Customer,53,Business travel,Business,5,5,3,4,4,4,4,4,0,0,satisfied
4894,Female,Loyal Customer,15,Personal Travel,Eco,1,1,4,4,4,4,4,4,1,0,neutral or dissatisfied
4895,Female,Loyal Customer,48,Business travel,Business,2,2,5,5,5,5,4,5,14,48,satisfied
4896,Female,Loyal Customer,48,Business travel,Business,0,1,5,5,3,3,3,3,30,28,satisfied
4897,Male,Loyal Customer,58,Business travel,Business,5,5,2,4,5,5,3,5,0,9,satisfied
4898,Female,disloyal Customer,43,Business travel,Eco,4,5,1,1,3,3,3,4,12,20,neutral or dissatisfied
4899,Female,Loyal Customer,45,Business travel,Eco,2,3,3,3,2,2,2,2,57,67,neutral or dissatisfied
4900,Male,Loyal Customer,49,Business travel,Business,2,2,2,1,4,4,1,4,0,0,satisfied
4901,Male,disloyal Customer,36,Business travel,Business,1,1,1,1,5,5,3,4,1,0,neutral or dissatisfied
4902,Female,disloyal Customer,63,Business travel,Eco,3,3,4,4,2,4,2,3,0,0,neutral or dissatisfied
4903,Female,Loyal Customer,46,Personal Travel,Eco,4,4,3,4,3,3,2,3,2,9,neutral or dissatisfied
4904,Male,Loyal Customer,30,Business travel,Business,4,4,5,5,5,2,5,1,0,0,satisfied
4905,Female,Loyal Customer,70,Personal Travel,Eco Plus,2,2,2,4,5,5,5,5,0,0,neutral or dissatisfied
4906,Male,Loyal Customer,59,Business travel,Business,5,5,4,5,4,4,5,4,12,0,satisfied
4907,Female,disloyal Customer,25,Business travel,Eco Plus,4,4,4,3,4,2,4,4,0,9,neutral or dissatisfied
4908,Female,Loyal Customer,13,Business travel,Eco,5,5,5,4,5,5,4,2,0,0,satisfied
4909,Female,Loyal Customer,66,Personal Travel,Eco,3,3,3,3,4,4,3,3,0,0,neutral or dissatisfied
4910,Female,Loyal Customer,43,Business travel,Eco Plus,3,3,5,3,3,3,4,3,0,0,neutral or dissatisfied
4911,Female,Loyal Customer,37,Business travel,Business,3,3,5,5,4,4,3,4,9,0,satisfied
4912,Male,Loyal Customer,30,Business travel,Business,1,1,4,4,5,5,5,5,11,0,satisfied
4913,Female,Loyal Customer,33,Personal Travel,Eco,4,5,3,4,3,5,5,4,38,20,neutral or dissatisfied
4914,Female,Loyal Customer,39,Business travel,Eco,4,3,4,4,3,3,4,3,18,34,neutral or dissatisfied
4915,Female,Loyal Customer,22,Personal Travel,Eco,5,5,2,2,5,5,5,4,14,3,satisfied
4916,Female,Loyal Customer,19,Personal Travel,Eco Plus,3,3,5,5,5,4,4,5,0,0,neutral or dissatisfied
4917,Female,Loyal Customer,20,Business travel,Business,3,3,4,4,4,4,4,5,44,46,satisfied
4918,Female,Loyal Customer,60,Business travel,Business,4,4,3,5,5,5,5,5,12,5,satisfied
4919,Female,Loyal Customer,38,Personal Travel,Eco,4,4,2,2,3,4,3,5,12,32,satisfied
4920,Female,Loyal Customer,55,Business travel,Business,1,1,2,4,5,5,4,5,0,0,satisfied
4921,Male,Loyal Customer,38,Business travel,Eco Plus,4,4,4,4,2,1,1,1,45,34,satisfied
4922,Female,Loyal Customer,9,Personal Travel,Eco,3,3,3,3,1,4,3,3,17,0,neutral or dissatisfied
4923,Male,Loyal Customer,53,Personal Travel,Eco,3,3,3,3,4,5,3,4,36,28,neutral or dissatisfied
4924,Male,Loyal Customer,54,Business travel,Business,1,1,5,4,5,5,5,5,0,1,satisfied
4925,Male,Loyal Customer,55,Business travel,Business,0,0,4,3,2,2,4,2,30,13,satisfied
4926,Female,Loyal Customer,38,Business travel,Business,4,5,4,4,4,4,3,4,0,2,neutral or dissatisfied
4927,Male,disloyal Customer,29,Business travel,Eco,1,1,1,4,4,3,4,1,51,57,neutral or dissatisfied
4928,Female,Loyal Customer,41,Business travel,Business,3,3,3,4,4,4,5,4,16,19,satisfied
4929,Female,Loyal Customer,39,Business travel,Business,5,3,4,4,4,5,4,4,0,0,satisfied
4930,Male,disloyal Customer,33,Business travel,Business,2,2,3,4,4,5,4,5,37,26,neutral or dissatisfied
4931,Male,disloyal Customer,36,Business travel,Eco Plus,2,2,2,2,2,4,4,4,36,35,neutral or dissatisfied
4932,Female,Loyal Customer,43,Business travel,Business,0,0,2,5,1,1,3,1,0,0,satisfied
4933,Male,disloyal Customer,25,Business travel,Eco,4,4,2,2,3,5,4,2,0,0,neutral or dissatisfied
4934,Male,Loyal Customer,17,Business travel,Eco Plus,3,3,3,4,1,3,4,3,12,14,neutral or dissatisfied
4935,Male,Loyal Customer,34,Personal Travel,Eco,4,4,4,5,4,4,5,5,130,140,neutral or dissatisfied
4936,Male,Loyal Customer,52,Business travel,Business,1,1,2,3,1,1,1,1,82,100,neutral or dissatisfied
4937,Female,Loyal Customer,46,Business travel,Business,2,2,4,4,3,3,3,3,43,57,satisfied
4938,Female,Loyal Customer,28,Business travel,Business,1,1,5,5,3,1,5,2,0,0,satisfied
4939,Female,Loyal Customer,18,Personal Travel,Eco,1,1,2,2,3,4,4,5,0,7,neutral or dissatisfied
4940,Female,Loyal Customer,29,Business travel,Business,5,5,4,4,2,2,2,4,0,0,satisfied
4941,Female,Loyal Customer,45,Business travel,Business,5,5,5,5,5,4,3,5,104,102,satisfied
4942,Male,Loyal Customer,32,Business travel,Business,5,3,4,4,4,5,5,5,0,15,satisfied
4943,Male,Loyal Customer,53,Business travel,Business,0,0,2,4,5,3,4,5,0,16,satisfied
4944,Male,Loyal Customer,51,Business travel,Business,5,5,3,5,4,4,2,4,0,0,satisfied
4945,Female,Loyal Customer,42,Personal Travel,Eco,4,3,5,5,4,4,4,4,0,0,neutral or dissatisfied
4946,Female,Loyal Customer,50,Business travel,Business,1,1,3,5,5,5,3,5,66,54,satisfied
4947,Male,Loyal Customer,66,Business travel,Eco,3,5,3,3,4,3,1,3,0,0,neutral or dissatisfied
4948,Male,Loyal Customer,34,Personal Travel,Eco,2,2,4,4,1,4,1,4,0,26,neutral or dissatisfied
4949,Female,Loyal Customer,46,Business travel,Business,1,4,3,3,3,1,3,3,8,29,neutral or dissatisfied
4950,Male,disloyal Customer,22,Business travel,Eco,3,3,1,1,2,2,3,2,35,91,neutral or dissatisfied
4951,Female,disloyal Customer,29,Business travel,Business,1,1,5,5,5,4,5,5,0,1,neutral or dissatisfied
4952,Male,Loyal Customer,59,Personal Travel,Eco,1,1,4,4,3,3,5,4,0,0,neutral or dissatisfied
4953,Male,Loyal Customer,50,Business travel,Eco Plus,2,5,2,2,3,3,3,3,84,66,neutral or dissatisfied
4954,Female,Loyal Customer,43,Business travel,Business,3,5,2,3,3,3,4,3,7,4,neutral or dissatisfied
4955,Male,Loyal Customer,59,Business travel,Business,5,5,3,2,5,5,2,5,78,55,satisfied
4956,Female,Loyal Customer,29,Business travel,Eco,5,3,5,5,3,4,5,3,0,18,satisfied
4957,Male,Loyal Customer,48,Business travel,Eco,5,1,5,5,3,5,2,3,0,0,satisfied
4958,Male,Loyal Customer,58,Personal Travel,Eco,2,2,4,5,5,4,5,4,3,0,neutral or dissatisfied
4959,Male,Loyal Customer,69,Personal Travel,Eco,3,3,4,4,3,3,1,4,0,0,neutral or dissatisfied
4960,Female,Loyal Customer,33,Business travel,Eco,1,5,1,1,3,4,2,3,25,20,neutral or dissatisfied
4961,Female,Loyal Customer,43,Business travel,Business,2,2,4,4,4,4,5,4,45,42,satisfied
4962,Female,Loyal Customer,42,Business travel,Eco,4,2,3,5,4,4,3,4,4,0,satisfied
4963,Male,disloyal Customer,31,Business travel,Eco,1,0,5,1,4,3,1,4,13,0,neutral or dissatisfied
4964,Male,Loyal Customer,46,Business travel,Business,5,5,4,4,4,4,3,4,4,0,satisfied
4965,Female,Loyal Customer,27,Personal Travel,Eco,3,3,5,5,4,4,5,4,0,0,neutral or dissatisfied
4966,Male,Loyal Customer,55,Business travel,Business,4,4,5,5,5,5,4,5,0,0,satisfied
4967,Male,disloyal Customer,45,Business travel,Business,1,1,3,3,4,4,3,4,0,0,neutral or dissatisfied
4968,Male,Loyal Customer,33,Business travel,Business,1,5,1,1,3,3,3,3,117,108,neutral or dissatisfied
4969,Female,disloyal Customer,23,Business travel,Eco,4,4,4,2,3,5,2,3,111,140,neutral or dissatisfied
4970,Female,Loyal Customer,63,Business travel,Business,4,4,3,4,2,2,3,2,0,0,satisfied
4971,Male,Loyal Customer,60,Business travel,Eco Plus,3,1,3,3,4,4,1,3,44,36,neutral or dissatisfied
4972,Female,Loyal Customer,52,Business travel,Business,5,5,3,5,4,4,5,4,64,64,satisfied
4973,Female,disloyal Customer,25,Business travel,Eco,3,3,4,4,5,2,4,2,0,0,neutral or dissatisfied
4974,Female,Loyal Customer,68,Business travel,Business,2,2,5,5,4,4,4,4,1,0,satisfied
4975,Female,Loyal Customer,59,Business travel,Business,5,5,3,4,3,3,3,3,0,0,satisfied
4976,Female,Loyal Customer,53,Personal Travel,Eco,4,4,1,3,2,2,2,2,0,0,satisfied
4977,Female,Loyal Customer,24,Personal Travel,Eco,4,5,2,2,5,4,4,4,44,41,neutral or dissatisfied
4978,Female,Loyal Customer,58,Personal Travel,Business,2,2,5,3,4,4,3,4,7,31,neutral or dissatisfied
4979,Male,Loyal Customer,40,Business travel,Eco,4,5,4,4,1,3,4,4,0,0,neutral or dissatisfied
4980,Male,Loyal Customer,43,Personal Travel,Eco,1,1,2,5,1,5,1,3,1,0,neutral or dissatisfied
4981,Male,Loyal Customer,60,Business travel,Business,4,4,4,4,4,4,4,4,17,0,satisfied
4982,Female,disloyal Customer,35,Business travel,Eco,2,3,5,3,2,4,1,4,0,26,neutral or dissatisfied
4983,Female,Loyal Customer,34,Business travel,Business,2,3,5,3,2,2,1,2,0,0,neutral or dissatisfied
4984,Female,Loyal Customer,60,Personal Travel,Eco,3,3,5,3,1,1,2,1,28,25,neutral or dissatisfied
4985,Female,disloyal Customer,37,Business travel,Business,4,4,3,3,4,4,4,4,0,0,satisfied
4986,Female,Loyal Customer,13,Personal Travel,Eco,3,3,4,4,1,3,2,4,0,0,neutral or dissatisfied
4987,Female,Loyal Customer,11,Personal Travel,Eco,1,1,2,2,3,3,4,3,0,12,neutral or dissatisfied
4988,Female,Loyal Customer,62,Business travel,Business,3,3,4,4,4,4,3,4,0,0,satisfied
4989,Female,Loyal Customer,31,Business travel,Business,4,4,4,4,2,1,1,2,71,69,neutral or dissatisfied
4990,Female,Loyal Customer,52,Business travel,Business,3,3,4,4,3,5,4,4,0,0,satisfied
4991,Female,Loyal Customer,45,Business travel,Business,4,4,3,4,4,4,5,4,0,0,satisfied
4992,Female,Loyal Customer,52,Personal Travel,Eco,3,2,2,3,2,4,3,2,2,6,neutral or dissatisfied
4993,Female,disloyal Customer,25,Business travel,Eco,3,4,4,4,3,3,1,3,0,0,neutral or dissatisfied
4994,Female,Loyal Customer,41,Personal Travel,Eco Plus,3,3,5,3,3,3,5,3,4,28,neutral or dissatisfied
4995,Male,Loyal Customer,53,Business travel,Business,3,3,4,5,3,3,3,3,0,0,satisfied
4996,Male,disloyal Customer,21,Business travel,Eco,4,4,5,5,3,4,1,1,58,60,satisfied
4997,Male,Loyal Customer,59,Business travel,Eco,4,3,4,4,5,4,1,2,0,0,satisfied
4998,Male,disloyal Customer,25,Business travel,Business,1,2,3,1,5,5,4,5,86,71,neutral or dissatisfied
4999,Female,Loyal Customer,45,Business travel,Business,4,4,4,4,5,5,3,5,0,11,satisfied
5000,Male,Loyal Customer,57,Business travel,Business,4,4,3,2,5,4,1,5,0,0,satisfied
5001,Male,disloyal Customer,24,Business travel,Eco,5,5,3,3,1,1,2,1,0,0,satisfied
5002,Male,disloyal Customer,35,Business travel,Business,3,3,5,5,5,4,5,4,1,0,neutral or dissatisfied
5003,Female,Loyal Customer,35,Business travel,Business,2,2,3,4,5,5,1,5,0,0,satisfied
5004,Female,Loyal Customer,45,Personal Travel,Eco,2,2,2,5,5,5,5,5,0,4,neutral or dissatisfied
5005,Female,Loyal Customer,43,Business travel,Business,4,4,2,4,4,4,4,4,1,6,satisfied
5006,Male,disloyal Customer,24,Business travel,Eco,0,0,4,3,5,2,3,5,0,5,satisfied
5007,Male,Loyal Customer,50,Business travel,Business,3,3,1,2,5,5,2,5,0,0,satisfied
5008,Male,Loyal Customer,39,Business travel,Business,3,3,3,3,3,3,4,3,6,0,neutral or dissatisfied
5009,Male,Loyal Customer,45,Personal Travel,Eco,1,1,5,5,4,3,4,4,0,0,neutral or dissatisfied
5010,Male,Loyal Customer,60,Personal Travel,Eco,2,2,5,5,4,3,1,4,0,0,neutral or dissatisfied
5011,Male,Loyal Customer,61,Business travel,Business,2,2,3,4,5,5,1,5,0,0,satisfied
5012,Female,Loyal Customer,15,Business travel,Eco,3,3,3,4,4,3,2,3,0,0,neutral or dissatisfied
5013,Female,Loyal Customer,48,Business travel,Eco Plus,3,1,2,3,2,2,3,2,34,19,satisfied
